Individual,Population,Locus1,,Locus2,,Locus3,,Locus4,,Locus5,,Locus6,,Locus7,,Locus8,,Locus9,,Locus10,,Locus11,,Locus12,,Locus13,,Locus14,,Locus15,,Locus16,,Locus17,,Locus18,,Locus19,,Locus20,,Locus21,
48,4,33,33,36,36,42,42,44,44,51,53,45,25,50,50,80,80,52,52,79,79,83,83,149,205,240,268,179,195,266,286,215,215,235,247,154,162,101,145,104,224,12,888
1,5,33,34,36,36,41,42,43,44,53,53,?,?,50,60,80,80,?,?,78,79,83,83,189,189,244,248,203,291,270,294,215,215,207,239,134,138,89,105,108,96,4,888
2,5,33,34,36,36,42,42,44,44,53,54,25,35,50,60,70,80,52,52,79,79,82,83,189,189,272,292,175,203,242,282,231,275,203,211,158,230,109,117,192,96,4,888
3,5,33,33,?,?,?,?,43,44,?,?,45,45,60,60,80,80,52,52,78,79,83,83,145,169,236,244,175,191,262,262,195,271,211,239,162,166,89,89,112,116,13,888
4,5,34,34,36,37,41,41,44,44,?,?,45,25,60,60,80,80,52,52,79,79,83,83,153,185,244,260,167,303,274,274,215,231,211,247,134,134,153,157,176,204,13,888
5,5,34,34,36,37,42,42,44,44,52,54,25,35,60,60,?,?,52,52,79,79,83,83,169,169,248,252,271,283,270,270,207,215,223,239,134,138,129,137,188,208,4,888
6,5,33,33,36,36,41,41,44,44,52,53,45,25,60,60,80,80,52,52,79,79,82,83,149,185,232,256,235,243,262,274,199,223,191,211,134,226,93,129,100,232,555,888
7,5,33,34,36,36,41,41,44,44,51,52,25,35,60,60,80,80,?,?,79,79,83,83,161,161,248,272,187,207,262,274,191,207,219,231,134,210,89,121,216,240,1,888
8,5,?,?,36,37,42,42,44,44,52,53,35,55,60,60,?,?,52,52,79,79,83,83,117,137,240,240,175,243,262,270,215,231,195,223,134,170,121,153,112,232,4,888
9,5,34,34,36,36,41,42,43,44,52,54,45,35,50,60,?,?,52,52,78,79,83,83,145,161,260,292,175,179,270,274,203,259,215,219,138,206,117,129,116,132,1,888
10,5,33,33,36,37,41,42,44,44,?,?,?,?,60,60,80,80,52,52,78,78,83,83,137,169,244,272,211,247,270,278,207,215,191,207,138,166,89,101,100,188,1,888
11,5,33,34,36,36,41,41,?,?,52,54,45,35,60,60,?,?,52,52,79,79,83,83,133,161,260,276,315,323,270,274,207,231,207,219,138,166,89,157,112,240,555,888
12,5,33,33,?,?,41,42,44,44,53,53,45,45,60,60,?,?,52,52,78,79,83,83,161,181,252,256,207,243,274,274,211,247,187,235,134,230,105,121,152,196,13,888
13,5,33,34,36,36,42,42,44,44,53,53,25,25,60,60,?,?,?,?,79,79,83,83,189,213,240,244,187,247,262,266,203,203,199,199,142,166,121,157,208,244,5,888
14,5,33,34,36,36,41,41,44,44,51,52,?,?,?,?,80,80,52,52,79,79,83,83,141,157,240,272,151,215,262,274,215,255,243,247,166,166,117,157,100,200,3,888
15,5,33,33,37,37,41,41,?,?,?,?,?,?,50,60,?,?,52,52,79,79,83,83,145,165,260,276,211,215,290,306,219,231,219,255,134,142,89,109,168,196,3,888
16,5,33,34,36,36,41,42,?,?,51,53,25,25,60,60,80,80,52,52,79,79,83,83,145,165,240,264,187,267,262,274,227,267,215,251,202,214,89,121,108,136,1,888
17,5,33,33,36,36,41,42,44,44,53,53,45,45,60,60,?,?,52,52,79,79,83,83,141,169,240,260,179,231,262,282,207,211,243,251,134,138,97,113,100,184,555,888
18,5,33,34,36,36,42,42,44,44,54,53,45,25,60,60,80,80,52,52,79,79,83,83,169,181,244,244,203,207,242,258,195,203,199,275,162,166,121,125,120,264,12,888
19,5,33,33,36,36,41,41,44,44,?,?,45,25,50,60,80,80,52,52,79,79,83,83,165,193,244,252,219,251,274,278,207,227,199,203,134,134,153,161,100,100,1,888
20,5,34,34,36,36,?,?,44,44,51,53,25,55,50,60,?,?,51,52,79,79,83,83,169,181,236,244,211,271,262,270,219,255,239,239,134,170,101,109,120,176,4,888
21,5,34,34,?,?,41,42,?,?,?,?,?,?,?,?,?,?,?,?,78,78,83,83,173,181,256,256,179,283,262,262,223,247,191,215,250,274,?,?,?,?,8,888
22,5,33,34,?,?,41,41,?,?,51,53,45,45,60,60,80,80,52,52,78,79,83,83,137,165,232,252,187,215,262,278,199,215,211,255,138,170,117,165,100,100,4,888
23,5,33,33,36,36,41,42,?,?,?,?,?,?,60,60,?,?,?,?,78,79,83,83,149,181,240,256,243,267,258,270,199,227,211,211,138,178,113,145,216,252,2,888
24,5,33,34,36,36,41,41,44,44,53,53,45,25,?,?,70,80,?,?,78,79,83,83,157,173,208,288,219,327,262,266,219,267,219,223,134,134,125,137,112,184,4,888
25,5,33,33,36,36,41,42,44,44,51,52,45,25,60,60,80,80,52,52,78,79,83,83,161,169,272,276,203,235,262,262,219,267,199,207,134,134,89,153,112,112,6,888
26,5,?,?,36,36,?,?,?,?,?,?,45,45,?,?,?,?,52,52,78,79,83,83,145,173,232,272,167,223,274,282,219,251,199,207,174,214,97,125,120,184,5,888
27,5,?,?,36,36,42,42,44,44,53,53,45,45,50,60,?,?,52,52,79,79,83,83,137,173,232,248,243,247,274,278,215,223,191,227,162,218,105,129,100,208,6,888
28,5,34,34,36,36,42,42,44,44,54,53,25,25,60,60,80,80,52,52,79,79,83,83,133,173,240,240,227,271,278,278,215,227,211,227,134,162,89,117,124,220,1,888
29,5,33,33,37,37,41,41,?,?,51,54,45,25,60,60,?,?,51,52,78,79,83,83,161,169,272,276,203,235,262,262,219,267,199,207,134,134,89,153,112,112,1,888
30,5,34,34,36,36,?,?,44,44,53,53,25,25,60,60,?,?,?,?,?,?,83,83,165,169,236,276,211,243,262,270,203,259,215,219,134,134,113,125,180,232,555,888
31,5,33,34,36,37,?,?,44,44,53,53,25,25,60,60,80,80,52,52,79,79,82,83,145,145,252,252,199,227,274,298,207,211,195,243,138,174,125,169,116,196,4,888
32,5,?,?,36,37,42,42,?,?,51,54,45,25,60,60,70,80,52,52,79,79,83,83,129,205,232,252,179,275,262,270,231,267,239,239,134,170,129,145,208,224,1,888
33,5,33,34,36,37,?,?,44,44,54,53,25,35,?,?,?,?,52,52,79,79,83,83,149,177,244,276,179,235,262,266,211,223,199,243,134,162,89,97,204,224,1,888
34,5,33,34,36,37,41,41,44,44,51,52,45,35,60,60,80,80,52,52,79,79,83,83,157,161,236,244,207,211,274,294,231,259,219,223,134,166,89,109,112,172,13,888
35,5,33,33,37,37,41,42,?,?,51,51,?,?,60,60,?,?,52,52,79,79,82,83,117,173,208,244,191,243,258,274,211,227,199,203,134,138,117,125,112,232,555,888
36,5,34,34,36,36,41,42,44,44,?,?,?,?,?,?,80,80,52,52,79,79,83,83,193,197,240,256,183,199,274,298,211,211,219,243,134,166,89,117,172,224,555,888
37,5,34,34,36,37,41,41,44,44,?,?,?,?,?,?,70,80,52,52,79,79,83,83,137,189,240,260,151,267,270,274,211,267,203,219,142,218,109,165,100,176,1,888
38,5,33,33,36,36,42,42,44,44,?,?,25,55,?,?,80,80,52,52,78,79,83,83,129,165,252,260,175,279,262,278,195,211,199,211,142,178,97,157,112,180,13,888
39,5,33,34,36,36,42,42,44,44,?,?,45,35,?,?,80,80,52,52,78,79,83,83,141,157,252,272,175,179,270,278,179,339,211,243,134,134,105,117,120,228,4,888
40,5,33,34,36,37,42,42,44,44,?,?,25,35,?,?,80,80,52,52,79,79,82,83,161,169,252,268,151,191,262,294,199,215,207,219,166,218,89,117,100,192,1,888
41,5,33,33,36,36,41,41,44,44,?,?,25,55,?,?,70,80,52,52,78,79,83,83,137,173,252,252,187,303,262,262,207,255,235,267,170,226,85,165,100,100,1,888
42,5,34,34,36,36,41,42,44,44,?,?,?,?,?,?,70,80,52,52,78,79,83,83,149,161,244,280,175,195,270,282,179,267,251,271,214,238,89,105,100,168,1,888
43,5,34,34,36,36,41,41,44,44,?,?,45,25,50,60,80,80,52,52,79,79,83,83,173,197,244,248,175,207,262,274,195,231,219,247,134,162,117,129,192,216,3,888
44,5,?,?,36,36,?,?,44,44,?,?,45,45,60,60,80,80,52,52,78,79,82,83,157,201,232,264,215,327,274,274,195,203,215,255,226,234,117,157,200,220,4,888
45,5,33,33,36,36,41,41,44,44,?,?,45,25,?,?,80,80,52,52,79,79,83,83,129,157,240,244,207,227,258,274,203,251,211,239,134,138,121,157,108,224,4,888
46,5,33,33,36,36,?,?,44,44,?,?,45,25,50,60,80,80,52,52,79,79,83,83,161,169,252,276,151,211,262,278,207,263,199,227,134,134,89,117,116,116,1,888
47,5,33,33,36,36,41,42,44,44,?,?,45,45,60,60,80,80,52,52,79,79,83,83,173,181,264,368,151,211,274,278,211,219,219,247,134,238,89,125,112,168,1,888
1,6,33,33,?,?,42,42,44,44,?,?,45,35,60,60,80,80,?,?,78,78,83,83,169,189,272,276,191,283,262,282,207,211,219,239,134,138,89,109,204,216,13,888
2,6,33,34,36,36,41,41,44,44,51,52,45,35,60,60,70,80,52,52,79,79,83,83,165,169,236,252,187,307,262,262,203,211,255,199,134,166,97,149,204,216,4,888
3,6,33,33,36,36,41,41,43,44,51,52,45,35,50,60,80,80,51,52,?,?,83,83,157,181,260,280,175,207,254,278,179,259,191,215,134,166,89,121,112,116,3,888
4,6,33,33,36,36,41,42,44,44,51,53,45,45,60,60,80,80,?,?,79,79,83,83,161,205,252,264,183,335,274,278,211,231,199,219,134,134,101,105,100,100,6,888
5,6,33,34,36,36,41,42,44,44,54,53,?,?,?,?,?,?,?,?,?,?,82,83,117,181,208,296,211,311,266,282,195,203,207,211,138,138,105,109,136,172,1,888
6,6,33,34,36,36,41,41,44,44,51,53,45,25,50,60,80,80,52,52,78,78,83,83,129,141,228,268,151,199,266,306,255,259,223,199,134,166,117,125,100,156,13,888
7,6,34,34,36,36,41,41,44,44,51,54,45,35,50,60,?,?,?,?,?,?,83,83,141,145,232,240,187,283,270,294,211,243,215,239,134,162,89,125,100,136,1,888
8,6,33,34,36,36,41,42,44,44,51,51,45,45,60,60,80,80,51,52,78,79,83,83,193,205,240,244,231,251,286,306,199,211,199,235,134,134,117,121,100,188,1,888
9,6,33,34,36,36,41,41,44,44,51,52,45,35,60,60,80,80,51,51,?,?,83,83,165,193,272,276,243,263,274,306,223,243,195,255,138,166,105,117,108,180,1,888
10,6,33,33,36,36,41,42,44,44,54,52,45,45,60,60,80,80,51,52,?,?,?,?,169,205,244,292,191,223,266,274,211,211,243,199,138,194,113,121,136,248,1,888
11,6,33,33,36,36,42,42,44,44,54,52,45,25,60,60,80,80,51,52,?,?,83,83,129,181,256,264,207,211,262,294,223,227,223,243,138,154,89,89,136,200,1,888
12,6,33,33,36,37,41,42,44,44,52,52,45,35,60,60,80,80,52,52,78,79,82,83,177,201,260,264,191,211,270,294,227,231,211,243,134,142,89,89,200,96,3,888
13,6,33,33,36,36,42,42,43,44,53,53,25,35,60,60,70,80,52,52,79,79,83,83,165,169,240,264,191,207,262,270,215,223,211,227,138,154,89,157,100,216,1,888
14,6,33,33,36,37,41,41,44,44,?,?,45,25,50,60,80,80,52,52,78,79,83,83,205,205,240,240,195,211,270,274,207,207,247,259,134,138,101,121,120,248,4,888
15,6,33,33,36,36,42,42,44,44,?,?,45,45,60,60,80,80,52,52,79,79,83,83,157,173,236,240,191,319,262,270,203,207,187,215,134,170,89,137,184,200,1,888
16,6,34,34,?,?,41,41,44,44,?,?,45,45,?,?,70,80,52,52,79,79,83,83,157,193,240,240,243,307,274,298,211,251,203,223,134,134,97,121,112,232,4,888
17,6,34,34,36,37,42,42,43,44,?,?,45,25,?,?,80,80,52,52,78,79,83,83,157,205,?,?,187,243,?,?,?,?,?,?,?,?,89,121,220,220,1,888
18,6,33,33,36,37,?,?,44,44,?,?,45,25,60,60,80,80,52,52,79,79,83,83,145,185,232,260,179,199,262,270,211,279,211,211,138,162,149,157,104,232,4,888
19,6,33,33,36,36,41,42,44,44,53,53,45,25,50,60,80,80,52,52,78,79,83,83,161,173,240,268,207,243,270,274,195,211,211,211,134,174,101,149,100,100,1,888
20,6,33,33,36,37,?,?,44,44,?,?,45,25,?,?,80,80,52,52,79,79,83,83,165,185,256,260,151,235,258,262,199,251,239,255,134,230,109,117,204,216,1,888
21,6,33,34,36,36,?,?,44,44,54,53,25,35,60,60,70,80,52,52,79,79,83,83,173,173,252,256,203,207,262,270,219,223,?,?,?,?,105,149,?,?,1,888
22,6,?,?,?,?,42,42,44,44,53,53,45,25,50,60,80,80,52,52,79,79,83,83,149,157,236,244,151,211,?,?,?,?,199,255,134,138,109,117,100,112,1,888
23,6,33,34,36,36,42,42,43,44,?,?,?,?,50,60,80,80,52,52,79,79,82,83,165,205,260,272,191,307,?,?,?,?,199,211,138,142,121,121,120,168,4,888
1,7,33,33,36,36,41,42,44,44,51,54,45,35,60,60,80,80,52,52,79,79,83,83,149,189,248,272,151,191,274,294,207,275,211,211,134,154,97,109,192,252,6,888
2,7,33,33,36,36,42,42,44,44,51,51,25,35,60,60,80,80,52,52,79,79,82,83,165,177,256,276,223,267,274,290,255,283,199,207,134,134,129,165,152,216,1,888
3,7,33,34,36,36,41,42,44,44,53,53,45,45,60,60,80,80,52,52,78,79,83,83,161,181,244,244,167,243,262,270,207,215,219,239,134,218,101,113,112,112,1,888
4,7,33,34,36,36,42,42,44,44,51,53,45,45,60,60,80,80,52,52,79,79,83,83,137,181,236,236,211,211,258,266,199,199,199,199,134,134,89,105,104,152,1,888
5,7,33,33,36,36,41,41,44,44,51,52,45,25,60,60,80,80,52,52,79,79,83,83,157,161,248,260,211,215,270,278,203,211,187,207,134,134,105,149,136,204,1,888
6,7,33,33,36,37,41,42,44,44,51,53,45,45,50,60,70,80,52,52,79,79,83,83,165,165,208,240,203,211,278,282,195,259,215,219,138,202,113,117,184,220,1,888
7,7,33,34,36,37,41,42,44,44,51,52,45,45,60,60,80,80,52,52,79,79,83,83,165,169,240,248,175,251,266,278,211,271,187,219,134,166,89,157,136,136,1,888
8,7,33,33,36,36,41,42,44,44,51,53,45,35,60,60,80,80,52,52,79,79,82,83,149,157,240,276,235,323,266,294,211,235,227,255,166,230,101,125,112,228,4,888
9,7,34,34,36,36,42,42,44,44,51,53,45,35,50,60,80,80,52,52,79,79,83,83,169,181,208,264,151,151,266,278,199,211,211,255,134,134,89,105,152,224,4,888
10,7,33,34,36,36,42,42,44,44,52,52,45,45,60,60,80,80,52,52,78,79,83,83,157,161,232,240,151,207,262,274,219,271,251,259,134,218,89,121,108,264,8,888
11,7,34,34,36,36,41,42,44,44,51,53,45,45,60,60,80,80,52,52,79,79,83,83,157,157,244,252,323,323,262,274,211,211,199,235,226,230,129,165,112,212,4,888
12,7,33,33,36,36,41,42,44,44,51,54,45,45,60,60,70,80,52,52,79,79,82,83,145,185,240,276,179,207,258,290,207,211,211,255,134,138,89,121,120,156,1,888
13,7,33,33,36,36,41,41,44,44,51,53,45,45,60,60,80,80,52,52,79,79,82,83,161,165,252,256,183,183,266,294,199,231,215,243,134,166,89,89,104,152,13,888
14,7,33,33,36,36,41,41,44,44,51,51,45,45,50,60,80,80,52,52,79,79,83,83,161,173,248,256,183,203,262,262,207,211,199,199,134,194,113,125,112,168,4,888
15,7,33,33,?,?,41,42,44,44,51,51,45,25,60,60,80,80,52,52,79,79,82,83,145,145,244,276,235,347,258,262,259,271,251,255,134,138,121,121,124,156,5,888
16,7,33,33,36,36,41,42,44,44,51,53,25,25,60,60,80,80,52,52,78,78,83,83,189,205,240,244,187,191,266,274,203,207,207,259,134,230,109,157,100,104,1,888
17,7,33,33,?,?,41,42,44,44,51,51,45,25,60,60,70,80,52,52,79,79,83,83,161,173,256,272,191,191,266,266,207,207,191,215,134,138,117,145,140,200,4,888
18,7,33,33,36,36,41,42,44,44,51,53,25,35,60,60,80,80,?,?,78,79,83,83,169,169,260,276,191,219,274,286,203,215,219,239,134,138,101,117,100,96,1,888
19,7,33,33,36,36,41,41,44,44,51,53,45,45,60,60,80,80,52,52,79,79,83,83,157,169,260,300,183,211,266,270,235,275,207,207,134,138,105,105,104,196,13,888
20,7,33,33,36,36,42,42,44,44,?,?,25,25,60,60,80,80,52,52,79,79,83,83,173,189,272,272,211,323,262,270,211,231,255,255,138,158,109,161,100,232,1,888
21,7,33,34,36,37,41,42,44,44,53,53,45,45,50,60,80,80,52,52,78,79,83,83,173,181,240,248,211,211,262,278,195,211,199,199,138,138,89,105,112,220,4,888
22,7,?,?,36,37,41,41,44,44,53,54,25,25,60,60,70,80,52,52,79,79,82,83,129,149,244,260,203,207,262,294,211,231,195,199,138,230,89,125,108,220,1,888
23,7,33,34,36,37,41,42,44,44,53,53,45,45,50,60,80,80,52,52,78,79,83,83,157,177,244,260,151,267,266,266,203,207,203,235,134,138,105,157,112,112,4,888
24,7,?,?,36,36,41,42,44,44,53,53,45,25,50,60,80,80,?,?,78,79,82,83,145,169,244,256,235,243,262,306,259,271,243,255,138,138,121,125,196,224,555,888
25,7,?,?,36,36,42,42,44,44,53,54,45,25,50,60,80,80,52,52,79,79,83,83,145,161,240,268,191,247,262,270,207,211,219,259,134,202,89,97,136,156,4,888
1,8,33,33,36,36,41,42,44,44,53,53,25,35,50,60,80,80,?,?,78,79,83,83,145,161,228,260,203,223,262,274,207,227,195,219,174,230,97,125,100,228,1,888
2,8,33,33,36,37,41,41,44,44,53,53,45,25,50,60,70,80,52,52,78,79,83,83,157,197,232,276,183,271,262,266,207,211,199,227,134,134,105,121,124,196,1,888
3,8,33,34,36,37,42,42,44,44,54,54,45,25,60,60,80,80,52,52,79,79,82,83,129,173,248,256,151,203,294,298,199,211,243,247,138,166,89,149,136,156,13,888
4,8,33,33,36,36,41,42,44,44,51,53,45,25,60,60,80,80,52,52,79,79,83,83,205,205,256,276,175,183,262,262,195,211,219,243,134,162,117,125,116,256,1,888
5,8,34,34,36,36,42,42,44,44,54,53,45,25,60,60,80,80,52,52,78,79,83,83,145,169,240,248,179,187,274,274,211,255,199,255,138,142,93,121,224,248,4,888
6,8,33,34,36,37,42,42,44,44,52,52,45,45,50,60,80,80,52,52,79,79,82,83,161,177,228,288,211,339,266,306,191,203,207,219,134,238,125,125,204,264,5,888
7,8,33,33,36,37,41,42,44,44,51,51,45,45,60,60,70,80,52,52,79,79,83,83,141,161,208,276,187,211,262,270,239,255,215,219,134,142,101,101,220,96,1,888
8,8,33,33,36,36,41,42,44,44,52,53,45,45,50,60,80,80,52,52,79,79,83,83,181,185,236,256,211,271,242,274,195,211,199,203,134,166,89,97,152,256,1,888
9,8,34,34,36,36,42,42,44,44,51,51,25,25,60,60,80,80,52,52,79,79,83,83,129,181,272,272,179,259,262,278,227,255,215,259,134,186,89,97,100,116,1,888
10,8,33,33,36,36,41,42,44,44,51,53,45,25,60,60,80,80,52,52,79,79,83,83,181,193,228,244,191,215,262,282,207,211,215,215,138,138,89,141,100,248,4,888
11,8,33,34,36,36,41,42,44,44,51,53,45,55,50,60,80,80,52,52,78,79,83,83,169,185,276,284,235,243,270,278,203,259,215,227,134,166,105,173,116,240,6,888
12,8,33,34,36,36,41,42,44,44,51,53,45,25,60,60,80,80,52,52,79,79,82,83,177,181,232,296,179,215,274,294,191,259,199,219,134,134,89,129,176,204,13,888
13,8,33,34,36,36,41,41,44,44,51,54,45,45,60,60,80,80,52,52,79,79,83,83,141,145,244,292,163,191,270,274,207,207,207,223,154,230,125,157,112,192,6,888
14,8,33,34,36,36,42,42,44,44,51,51,45,35,50,60,80,80,52,52,79,79,83,83,173,177,240,248,207,327,262,262,203,215,235,259,134,166,137,137,192,196,13,888
15,8,33,33,36,36,42,42,44,44,51,54,45,25,50,50,80,80,52,52,79,79,83,83,165,169,208,280,207,215,262,270,179,211,215,251,138,226,109,161,104,200,1,888
16,8,34,34,36,37,41,42,44,44,51,53,45,55,60,60,80,80,52,52,78,79,82,83,141,161,248,272,195,343,262,274,195,271,219,227,166,222,89,101,100,120,1,888
17,8,33,34,37,37,41,41,44,44,51,52,45,25,60,60,80,80,52,52,78,79,83,83,161,169,248,276,187,319,262,262,195,223,215,247,154,210,101,129,120,200,4,888
18,8,33,33,36,36,42,42,44,44,?,?,45,25,60,60,80,80,52,52,79,79,83,83,145,161,244,272,211,211,258,262,207,219,247,247,134,134,89,133,156,188,1,888
19,8,33,33,36,36,41,41,44,44,52,53,45,45,60,60,80,80,52,52,78,79,83,83,129,145,252,256,179,251,270,294,199,211,207,235,134,166,109,149,156,204,8,888
20,8,33,33,36,37,41,42,44,44,54,53,45,45,60,60,80,80,52,52,79,79,83,83,129,201,244,260,215,271,290,290,211,279,199,231,134,134,101,149,200,224,1,888
21,8,33,34,36,37,42,42,44,44,53,53,45,45,60,60,80,80,52,52,79,79,83,83,169,181,240,244,167,183,270,278,195,215,199,239,134,138,101,117,112,192,1,888
22,8,34,34,36,36,41,42,44,44,52,53,45,25,60,60,70,80,52,52,79,79,82,83,153,185,252,272,187,235,266,278,215,227,187,191,134,154,97,157,216,224,5,888
23,8,33,33,36,36,41,42,44,44,51,53,45,45,60,60,80,80,52,52,79,79,83,83,145,193,208,240,203,331,258,262,203,219,199,219,134,166,89,117,116,172,3,888
24,8,33,33,36,36,41,42,44,44,53,53,45,35,50,60,80,80,?,?,78,78,83,83,153,157,244,272,327,339,242,262,211,211,207,207,134,138,105,153,196,200,1,888
25,8,33,33,36,36,41,42,44,44,51,53,45,25,50,60,80,80,52,52,79,79,83,83,157,157,252,252,187,207,242,274,207,235,211,215,138,142,89,125,108,200,13,888
26,8,33,33,36,36,41,41,44,44,51,54,45,25,50,60,80,80,?,?,79,79,83,83,165,193,244,248,191,271,262,274,207,271,199,243,134,142,89,125,128,180,6,888
27,8,34,34,36,37,41,42,44,44,?,?,45,25,60,60,80,80,52,52,79,79,82,83,169,209,232,240,151,203,274,274,211,231,199,219,134,134,89,125,144,192,1,888
28,8,33,33,36,37,41,42,44,44,52,53,45,25,60,60,80,80,52,52,78,79,83,83,157,197,240,276,235,271,242,306,203,223,195,243,134,194,89,125,108,192,4,888
29,8,33,33,36,36,41,42,44,44,51,52,45,55,60,60,80,80,52,52,79,79,83,83,129,161,244,272,151,223,242,274,195,215,199,215,134,174,89,121,220,264,1,888
30,8,33,34,36,37,41,42,44,44,51,53,45,45,60,60,80,80,52,52,79,79,83,83,177,201,240,240,151,247,274,290,211,215,231,251,134,174,97,161,100,232,1,888
31,8,33,34,36,37,42,42,44,44,54,53,45,45,50,50,80,80,52,52,79,79,82,83,165,173,240,248,211,215,262,274,211,215,207,235,166,218,89,109,100,180,6,888
32,8,33,33,36,37,41,41,44,44,51,53,45,45,50,60,80,80,52,52,79,79,83,83,157,181,252,280,175,235,262,286,207,215,231,259,134,138,89,121,104,112,4,888
33,8,33,33,36,36,41,42,44,44,52,54,45,25,60,60,70,80,52,52,79,79,82,83,165,169,244,244,195,315,274,314,207,207,191,211,138,166,117,137,184,220,1,888
34,8,33,33,36,36,42,42,44,44,51,54,45,25,50,60,80,80,52,52,79,79,83,83,145,165,252,256,199,211,262,274,211,263,207,239,134,134,89,145,136,184,4,888
35,8,33,33,36,36,41,42,44,44,54,53,45,45,60,60,80,80,52,52,79,79,82,83,165,197,232,260,259,323,266,302,215,215,211,215,134,210,125,157,112,96,6,888
36,8,33,34,36,36,41,42,43,44,53,53,45,25,60,60,80,80,52,52,79,79,83,83,161,173,208,256,207,263,274,278,195,259,207,235,134,218,97,109,196,220,1,888
37,8,33,33,36,36,41,42,44,44,54,53,?,?,60,60,80,80,?,?,79,79,82,83,157,157,228,244,203,247,294,294,211,259,191,211,134,142,89,141,112,112,555,888
38,8,33,33,36,36,41,42,44,44,51,53,45,25,60,60,80,80,52,52,79,79,82,83,181,181,232,244,211,223,242,262,211,259,199,207,134,134,89,125,152,188,13,888
39,8,33,34,36,37,41,42,44,44,54,54,45,45,50,60,70,70,52,52,79,79,83,83,157,165,264,268,207,219,262,274,215,223,215,243,134,134,101,105,104,212,3,888
40,8,33,33,36,36,41,42,44,44,51,53,45,35,60,60,80,80,52,52,78,79,83,83,149,181,244,244,191,247,262,314,215,267,215,283,134,194,89,101,148,212,4,888
41,8,33,33,36,36,42,42,44,44,51,53,25,25,60,60,70,80,52,52,79,79,82,83,129,145,232,276,183,211,258,266,191,251,207,243,134,162,89,165,172,192,1,888
42,8,33,33,36,36,42,42,44,44,51,53,25,25,60,60,70,80,52,52,79,79,82,83,157,217,232,244,151,215,262,274,211,211,219,231,134,134,89,137,184,200,1,888
43,8,33,34,36,36,41,42,44,44,51,53,?,?,60,60,80,80,52,52,78,79,82,83,145,177,240,260,191,347,262,270,231,251,211,239,134,134,117,121,100,216,1,888
44,8,34,34,36,36,41,42,44,44,?,?,?,?,60,60,?,?,51,52,?,?,83,83,157,173,232,248,163,207,258,270,235,251,211,215,138,238,125,153,168,172,1,888
45,8,33,33,36,37,41,42,44,44,53,53,45,45,60,60,?,?,?,?,79,79,83,83,165,185,244,296,203,207,266,294,219,231,251,255,134,138,89,89,120,136,1,888
46,8,33,33,36,36,41,42,44,44,53,53,45,45,60,60,80,80,52,52,79,79,83,83,141,145,240,244,151,215,262,278,207,247,195,211,134,142,101,117,100,180,1,888
47,8,33,34,36,36,41,42,44,44,53,53,45,25,60,60,70,80,52,52,79,79,83,83,145,165,240,272,199,239,266,294,195,271,199,243,134,166,89,157,140,232,5,888
48,8,?,?,36,36,42,42,43,44,?,?,?,?,60,60,80,80,?,?,?,?,83,83,189,205,264,276,207,323,262,274,215,271,203,211,134,138,101,121,100,236,555,888
1,9,34,34,36,37,42,42,44,44,54,53,45,45,50,60,80,80,52,52,78,78,83,83,157,161,240,248,195,231,278,282,211,211,211,215,134,134,89,145,132,248,4,888
2,9,34,34,36,36,42,42,43,44,54,53,45,45,60,60,70,80,52,52,79,79,83,83,141,173,248,256,179,247,270,294,255,275,223,243,134,218,101,169,116,92,9,888
3,9,33,33,36,38,42,42,44,44,53,53,45,35,60,60,70,80,52,52,79,79,83,83,205,213,256,256,239,283,270,270,191,227,215,231,162,270,101,125,124,212,1,888
4,9,33,34,36,36,42,42,44,44,51,53,45,25,60,60,80,80,52,52,79,79,83,83,153,205,252,268,179,243,262,278,203,219,219,231,134,226,85,89,100,220,1,888
